text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,original_text,language,text_compound,candidate,Compound Norm
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:37:19Z,False,,890370480414146561,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",laura_luna,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:37:19Z,False,,890370478547795968,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DJTrumpresident,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:37:16Z,False,,890370469794385921,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",wcsek,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:36:58Z,False,,890370390517702657,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lexbarbershop,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:36:52Z,False,,890370368791351296,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alessandra_cusi,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:36:44Z,False,,890370335618600962,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NotSoPithy,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:36:41Z,False,,890370319621308416,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JoshDalavai,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:36:21Z,False,,890370235873632257,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",markdrop,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
arborsierra gavinnewsom jeffzeleny johncornyn trump playing media democrats like fiddle,False,1,Arborsierra77,2017-07-27T00:36:13Z,False,8.903641571905249e+17,890370204940640256,430084739.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SoCaPaul,0,False,False,,,@Arborsierra77 @GavinNewsom @jeffzeleny @JohnCornyn #Trump is playing the Media and #Democrats like a fiddle,en,0.5106,Gavin,1.2362458164117218
rt mtanner gavinnewsom idiotic fool making comment military amp potus decision trans god bless trump amp god,False,0,,2017-07-27T00:36:00Z,False,,890370150448250881,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",robertheavey,1,True,False,,,RT @mtanner321: @GavinNewsom is an idiotic fool for making the comment about or military &amp; @POTUS decision on trans! God bless Trump &amp; God‚?¶,en,-0.128,Gavin,-0.1541829191470168
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:35:59Z,False,,890370143355785216,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_Larishia_,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:35:56Z,False,,890370131372765190,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BoleyGo,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:35:53Z,False,,890370121390313478,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",highontroyhill,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:35:51Z,False,,890370109553823744,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jmcminn1076,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:35:49Z,False,,890370103790845952,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MarianneVerre,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:35:47Z,False,,890370096425816065,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Yolie_Rios,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:35:40Z,False,,890370066801348608,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MNOPolitics,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom remember deal serve adoring lapdogs nice friends ,False,0,,2017-07-27T00:35:29Z,False,,890370018126348288,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",fredschroeffel,58,True,False,,,"RT @GavinNewsom: ""Remember our deal: we serve as your adoring lapdogs, but only if you're nice to our friends."" https://t.co/VvEcvFgACb",da,0.8625,Gavin,2.002440417168252
gavinnewsom gop actually lot idiot  voters middle america,False,0,GavinNewsom,2017-07-27T00:35:24Z,False,8.903690202553262e+17,890369998711017473,11347122.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NewKungFuKenny,0,False,False,,,@GavinNewsom @GOP Actually a lot- all the idiot 45 voters in middle America.,en,-0.5106,Gavin,-0.98722086813664
gavinnewsom larrymantle law abiding ca citizen think gun control issue represent californians really ,False,0,GavinNewsom,2017-07-27T00:35:20Z,False,8.87826147865645e+17,890369982017581056,11347122.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",StacyS67,0,False,False,,,"@GavinNewsom @LarryMantle As a law abiding CA citizen, I think your gun control issue do not represent who Californians really are",en,-0.34,Gavin,-0.6157721642745655
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:34:55Z,False,,890369875868364804,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SweetAl,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
gavinnewsom gop specific white straight men,False,4,GavinNewsom,2017-07-27T00:34:50Z,False,8.903690202553262e+17,890369856981356546,11347122.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",myeucatastrophe,1,False,False,,,@GavinNewsom @GOP Be specific. White straight men.,en,0.2263,Gavin,0.6172372202335987
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:34:39Z,False,,890369809006837760,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",stephsings1,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:34:32Z,False,,890369779789201408,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Princess60Pink,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:34:26Z,False,,890369754204168193,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",badtoad20,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
jimmeehan astralapache eramahmed trumpstercalgal gavinnewsom wow bob wow ,False,1,JimMeehan6,2017-07-27T00:34:25Z,False,8.903272648518779e+17,890369749204520960,917893327.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AmazonianRex,0,False,False,,,@JimMeehan6 @astralapache @Eram_Ahmed1 @TrumpsterCalGal @GavinNewsom Wow bob wow Ì†ΩÌ∏?,en,0.8225,Gavin,1.9153481067668277
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:34:14Z,False,,890369706225422338,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MLSSanDiego_,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:34:08Z,False,,890369677670600704,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mmikkmikk,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom yeah many white men gop ,False,0,,2017-07-27T00:33:47Z,False,,890369589409959936,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒ?S</a>",MissMel96,251,True,False,,,"RT @GavinNewsom: ""Yeah but how many of those are white men?"" -@GOP https://t.co/Nn92Hu2ymB",en,0.296,Gavin,0.7689955711080805
rt gavinnewsom american wants serve country able meet standards treated patriots ,False,0,,2017-07-27T00:33:41Z,False,,890369568056762368,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ChezelleBtq,146,True,False,,,"RT @GavinNewsom: ""Any American who wants to serve our country and is able to meet the standards should... be treated as the patriots they a‚?¶",en,0.0772,Gavin,0.29260063321228974
