text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,original_text
inniscor nathanfletcher johnchiangca racquelvasquez alvarezsd estheroside comiccon renamarrocco ,FALSE,1,inniscor,2017-07-23T18:38:55Z,TRUE,889160043567792128,889193124412760064,16412859,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GilCabrera,0,FALSE,FALSE,,,@inniscor @nathanfletcher @JohnChiangCA @RacquelVasquez @AlvarezSD @esther4oside @Comic_Con @RenaMarrocco There was‚Ä¶ https://t.co/jZXT5FBDJJ
rt johnchiangca gretchennewsom thank figuring johnmyers read cafr can also manipulate atoms http,FALSE,0,,2017-07-23T17:21:20Z,FALSE,,889173596148465668,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",apomer,6,TRUE,FALSE,,,"RT @JohnChiangCA: .@GretchenNewsom thank you for figuring it out! @johnmyers he could read a CAFR, but he can also manipulate atoms... http‚Ä¶"
nathanfletcher johnchiangca racquelvasquez alvarezsd gilcabrera estheroside comiccon renamarrocco will ,FALSE,0,nathanfletcher,2017-07-23T16:27:28Z,TRUE,888863874480394243,889160043567792128,18997068,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",inniscor,0,FALSE,FALSE,,,@nathanfletcher @JohnChiangCA @RacquelVasquez @AlvarezSD @GilCabrera @esther4oside @Comic_Con @RenaMarrocco Will a‚Ä¶ https://t.co/PLixTHQSWG
rt johnchiangca gretchennewsom thank figuring johnmyers read cafr can also manipulate atoms http,FALSE,0,,2017-07-23T16:19:00Z,FALSE,,889157910437257217,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",cshepherds,6,TRUE,FALSE,,,"RT @JohnChiangCA: .@GretchenNewsom thank you for figuring it out! @johnmyers he could read a CAFR, but he can also manipulate atoms... http‚Ä¶"
johnchiangca davidsiders gretchennewsom johnmyers guys know pic dr manhattan right illletmyselfout,FALSE,0,JohnChiangCA,2017-07-23T16:18:51Z,FALSE,888882502928023552,889157874320117761,179615493,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",cshepherds,0,FALSE,FALSE,,,@JohnChiangCA @davidsiders @GretchenNewsom @johnmyers You guys do know you're in a pic with Dr. Manhattan right? #illletmyselfout
rt johnchiangca cutting back waste fraud every chance clip ran state controller showcases ,FALSE,0,,2017-07-23T14:14:40Z,FALSE,,889126623978455040,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chavarinjr,8,TRUE,FALSE,,,RT @JohnChiangCA: I'm cutting back waste and fraud at every chance. Here's a clip from when I ran for State Controller that showcases it. #‚Ä¶
rt johnchiangca cutting back waste fraud every chance clip ran state controller showcases ,FALSE,0,,2017-07-23T07:32:37Z,FALSE,,889025441280872448,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CandidateNerd,8,TRUE,FALSE,,,RT @JohnChiangCA: I'm cutting back waste and fraud at every chance. Here's a clip from when I ran for State Controller that showcases it. #‚Ä¶
rt johnchiangca must world class education enough funding dreams become unattainable ,FALSE,0,,2017-07-23T06:25:28Z,FALSE,,889008545886121985,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JohnParviainen,4,TRUE,FALSE,,,"RT @JohnChiangCA: We must have a world class education, but when there is not enough funding, those dreams could become unattainable. https‚Ä¶"
philwillon johnchiangca kdeleon rendonrd ericgarcetti agbecerra also worth noting least one ot ,FALSE,0,philwillon,2017-07-23T05:42:36Z,TRUE,888884907807719424,888997755573518340,50432286,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",davidsteele9000,0,FALSE,FALSE,,,@philwillon @JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra It's also worth noting that at least one ot‚Ä¶ https://t.co/LUaK8MARsf
alvarezsd comiccon renamarrocco racquelvasquez estheroside johnchiangca nathanfletcher fantastic panel thank ,FALSE,5,AlvarezSD,2017-07-23T05:18:42Z,FALSE,888848391739908098,888991741709242368,227109533,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dustchick,0,FALSE,FALSE,,,@AlvarezSD @Comic_Con @RenaMarrocco @RacquelVasquez @esther4oside @JohnChiangCA @nathanfletcher This was a fantastic panel. Thank you!
rt johnchiangca cutting back waste fraud every chance clip ran state controller showcases ,FALSE,0,,2017-07-23T05:02:55Z,FALSE,,888987769891995648,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",astrocassie,8,TRUE,FALSE,,,RT @JohnChiangCA: I'm cutting back waste and fraud at every chance. Here's a clip from when I ran for State Controller that showcases it. #‚Ä¶
nathanfletcher johnchiangca racquelvasquez alvarezsd gilcabrera estheroside comiccon renamarrocco totall ,FALSE,0,nathanfletcher,2017-07-23T04:48:33Z,TRUE,888863874480394243,888984155375124480,18997068,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HoffmanLisa1,0,FALSE,FALSE,,,"@nathanfletcher @JohnChiangCA @RacquelVasquez @AlvarezSD @GilCabrera @esther4oside @Comic_Con @RenaMarrocco ""Totall‚Ä¶ https://t.co/TT5OrMoyW3"
rt johnchiangca cutting back waste fraud every chance clip ran state controller showcases ,FALSE,0,,2017-07-23T03:44:35Z,FALSE,,888968055732219904,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tinalwong,8,TRUE,FALSE,,,RT @JohnChiangCA: I'm cutting back waste and fraud at every chance. Here's a clip from when I ran for State Controller that showcases it. #‚Ä¶
johnchiangca just tax amp spend dem fucking try get ,FALSE,0,JohnChiangCA,2017-07-23T03:29:47Z,FALSE,888963908144218112,888964332549046272,179615493,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fitzhugh_burns,0,FALSE,FALSE,,,@JohnChiangCA You're just a tax &amp; spend dem. Don't fucking try and get out of it.
rt johnchiangca thoughts go affected wildfire youre area ,FALSE,0,,2017-07-23T03:14:27Z,FALSE,,888960472602611712,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tinalwong,4,TRUE,FALSE,,,"RT @JohnChiangCA: My thoughts go out to those affected by the wildfire. If you‚Äôre in the area: https://t.co/ipvUrR0U36
https://t.co/TwOQt38‚Ä¶"
rt philwillon johnchiangca kdeleon rendonrd ericgarcetti agbecerra will just note nearly  million people live californ,FALSE,0,,2017-07-23T02:25:12Z,FALSE,,888948078836830208,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",madrid_mike,5,TRUE,FALSE,,,RT @philwillon: @JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra I will just note that nearly 40 million people live in Californ‚Ä¶
rt philwillon johnchiangca kdeleon rendonrd ericgarcetti agbecerra will just note nearly  million people live californ,FALSE,0,,2017-07-23T01:12:17Z,FALSE,,888929727486058496,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mcimaps,5,TRUE,FALSE,,,RT @philwillon: @JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra I will just note that nearly 40 million people live in Californ‚Ä¶
geeksofcolor johnchiangca yes yes yes yes yes,FALSE,0,GeeksOfColor,2017-07-23T01:01:26Z,FALSE,888894863776796672,888926998919131136,4669412971,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",runningscott59,0,FALSE,FALSE,,,@GeeksOfColor @JohnChiangCA YES YES YES YES YES
pretty great johnchiangca attending sdcc dems need connect w voters cultural level wherever culture geekculture,FALSE,0,,2017-07-23T00:59:25Z,FALSE,,888926490733182976,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",marklanggin,0,FALSE,FALSE,,,Pretty great that @JohnChiangCA attending #SDCC2017. Dems need to connect w/ voters on cultural level - wherever culture is #GeekCulture
rt johnchiangca gretchennewsom thank figuring johnmyers read cafr can also manipulate atoms http,FALSE,0,,2017-07-23T00:59:08Z,FALSE,,888926420600201217,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CA_DaveJones,6,TRUE,FALSE,,,"RT @JohnChiangCA: .@GretchenNewsom thank you for figuring it out! @johnmyers he could read a CAFR, but he can also manipulate atoms... http‚Ä¶"
rt lorenasgonzalez happy get chance introduce state treasurer johnchiangca meeting san diegos progressive school boardm,FALSE,0,,2017-07-23T00:21:20Z,FALSE,,888916906043777024,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NamSEC6,7,TRUE,FALSE,,,RT @LorenaSGonzalez: Happy to get the chance to introduce State Treasurer @JohnChiangCA to meeting of San Diego's progressive school boardm‚Ä¶
gilcabrera johnchiangca sdconventionctr thanks gilcabrera tremendous leadership san diego san dieg ,FALSE,2,GilCabrera,2017-07-23T00:14:02Z,TRUE,888828943175897088,888915067802189824,14304112,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CA_DaveJones,0,FALSE,FALSE,,,@GilCabrera @JohnChiangCA @SDConventionCtr Thanks @GilCabrera for your tremendous leadership in San Diego! San Dieg‚Ä¶ https://t.co/5KCtqMh4ZH
philwillon davidsiders johnchiangca kdeleon rendonrd ericgarcetti agbecerra party chair power ,FALSE,0,philwillon,2017-07-22T23:50:55Z,TRUE,888884907807719424,888909250247798787,50432286,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bayofarizona,0,FALSE,FALSE,,,@philwillon @davidsiders @JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra The party chair has no power.‚Ä¶ https://t.co/u5tg1LupTS
philwillon johnchiangca kdeleon rendonrd ericgarcetti agbecerra plus  conference call summerblockbuster,FALSE,0,philwillon,2017-07-22T23:45:02Z,FALSE,888884907807719424,888907771139112965,50432286,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reelpolitik,0,FALSE,FALSE,,,@philwillon @JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra ...plus 150+ on the conference call.  #SummerBlockbuster
rt gretchennewsom happy comiccon cadavejones johnchiangca dr manhattan thewatchmen sdcc capolitics sdcc ht,FALSE,0,,2017-07-22T23:44:42Z,FALSE,,888907688930938881,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CA_DaveJones,2,TRUE,FALSE,,,RT @GretchenNewsom: Happy #ComicCon! With @CA_DaveJones and @JohnChiangCA and Dr. Manhattan of #TheWatchmen. #SDCC17 #CaPolitics #SDCC Ì†ΩÌ≤ö ht‚Ä¶
rt cadavejones johnchiangca amp dr manhatten comiccon ,FALSE,0,,2017-07-22T23:38:38Z,FALSE,,888906159641346048,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mediasusan,5,TRUE,FALSE,,,RT @CA_DaveJones: With @JohnChiangCA &amp; Dr. Manhatten @Comic_Con https://t.co/hZUT5zor97
philwillon johnchiangca kdeleon rendonrd ericgarcetti agbecerra lords work ,FALSE,0,philwillon,2017-07-22T23:32:15Z,FALSE,888884907807719424,888904553046827008,50432286,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LATSeema,0,FALSE,FALSE,,,@philwillon @JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra Doing the Lord's work (so I don't have to!)
rt philwillon johnchiangca kdeleon rendonrd ericgarcetti agbecerra will just note nearly  million people live californ,FALSE,0,,2017-07-22T23:27:48Z,FALSE,,888903436627881984,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",davidsiders,5,TRUE,FALSE,,,RT @philwillon: @JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra I will just note that nearly 40 million people live in Californ‚Ä¶
rt cadavejones johnchiangca amp dr manhatten comiccon ,FALSE,0,,2017-07-22T23:12:18Z,FALSE,,888899534218117124,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GilCabrera,5,TRUE,FALSE,,,RT @CA_DaveJones: With @JohnChiangCA &amp; Dr. Manhatten @Comic_Con https://t.co/hZUT5zor97
cadavejones johnchiangca comiccon thank cropping photo,FALSE,3,CA_DaveJones,2017-07-22T23:05:21Z,FALSE,888897151845007360,888897786858446852,2463477470,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",AsmHarper,0,FALSE,FALSE,,,@CA_DaveJones @JohnChiangCA @Comic_Con Thank you for cropping this photo.
 johnchiangca amp dr manhatten comiccon ,FALSE,13,,2017-07-22T23:02:50Z,FALSE,,888897151845007360,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CA_DaveJones,5,FALSE,FALSE,,,With @JohnChiangCA &amp; Dr. Manhatten @Comic_Con https://t.co/hZUT5zor97
rt lorenasgonzalez happy get chance introduce state treasurer johnchiangca meeting san diegos progressive school boardm,FALSE,0,,2017-07-22T22:51:17Z,FALSE,,888894244798078978,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TrusteeVargas,7,TRUE,FALSE,,,RT @LorenaSGonzalez: Happy to get the chance to introduce State Treasurer @JohnChiangCA to meeting of San Diego's progressive school boardm‚Ä¶
rt philwillon johnchiangca kdeleon rendonrd ericgarcetti agbecerra getting vibe panel may toss significant vot,FALSE,0,,2017-07-22T22:48:33Z,FALSE,,888893558182133760,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kirkmurphy,2,TRUE,FALSE,,,RT @philwillon: @JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra Getting a vibe that the panel may toss out significant # of vot‚Ä¶
rt philwillon johnchiangca kdeleon rendonrd ericgarcetti agbecerra will just note nearly  million people live californ,FALSE,0,,2017-07-22T22:48:30Z,FALSE,,888893545758605312,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kirkmurphy,5,TRUE,FALSE,,,RT @philwillon: @JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra I will just note that nearly 40 million people live in Californ‚Ä¶
philwillon johnchiangca kdeleon rendonrd ericgarcetti agbecerra change outcome ,FALSE,0,philwillon,2017-07-22T22:42:01Z,TRUE,888891394940559360,888891913893314567,50432286,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",briantcairns,0,FALSE,FALSE,,,@philwillon @JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra Only if it doesn't change the outcome. I'd‚Ä¶ https://t.co/pLoW2x8nXi
johnchiangca kdeleon rendonrd ericgarcetti agbecerra getting vibe panel may toss significant ,FALSE,0,philwillon,2017-07-22T22:39:58Z,TRUE,888884907807719424,888891394940559360,50432286,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",philwillon,2,FALSE,FALSE,,,@JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra Getting a vibe that the panel may toss out significant‚Ä¶ https://t.co/ApNYEZn3Cl
philwillon johnchiangca kdeleon rendonrd ericgarcetti agbecerra lazy watch checking twitt ,FALSE,3,philwillon,2017-07-22T22:34:44Z,TRUE,888884907807719424,888890079447465984,50432286,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aacosta30,0,FALSE,FALSE,,,@philwillon @JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra I am too lazy to watch.  I'm checking twitt‚Ä¶ https://t.co/mVbnn98Pg8
rt johnchiangca gretchennewsom thank figuring johnmyers read cafr can also manipulate atoms http,FALSE,0,,2017-07-22T22:19:26Z,FALSE,,888886228275220481,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",davidsiders,6,TRUE,FALSE,,,"RT @JohnChiangCA: .@GretchenNewsom thank you for figuring it out! @johnmyers he could read a CAFR, but he can also manipulate atoms... http‚Ä¶"
philwillon johnchiangca kdeleon rendonrd ericgarcetti agbecerra watching sure thousands mor ,FALSE,0,philwillon,2017-07-22T22:19:10Z,TRUE,888884907807719424,888886160411447297,50432286,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",briantcairns,0,FALSE,FALSE,,,"@philwillon @JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra I'd be watching, and I'm sure thousands mor‚Ä¶ https://t.co/d7r9cBQNZb"
rt johnchiangca gretchennewsom thank figuring johnmyers read cafr can also manipulate atoms http,FALSE,0,,2017-07-22T22:17:03Z,FALSE,,888885631790624768,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jfchen,6,TRUE,FALSE,,,"RT @JohnChiangCA: .@GretchenNewsom thank you for figuring it out! @johnmyers he could read a CAFR, but he can also manipulate atoms... http‚Ä¶"
johnchiangca kdeleon rendonrd ericgarcetti agbecerra will just note nearly  million people live ,FALSE,15,philwillon,2017-07-22T22:14:11Z,TRUE,888880201538576384,888884907807719424,50432286,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",philwillon,5,FALSE,FALSE,,,@JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra I will just note that nearly 40 million people live in‚Ä¶ https://t.co/l4GlyafH5z
 johnchiangca amp nathan fletcher comiccon panel communities recover superhero battles ,FALSE,14,,2017-07-22T22:10:40Z,FALSE,,888884025384771584,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CA_DaveJones,1,FALSE,FALSE,,,With @JohnChiangCA &amp; Nathan Fletcher on @Comic_Con panel about how communities recover from superhero battles! https://t.co/pIuP39vbd4
rt johnchiangca gretchennewsom thank figuring johnmyers read cafr can also manipulate atoms http,FALSE,0,,2017-07-22T22:05:00Z,FALSE,,888882597501091843,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",johnmyers,6,TRUE,FALSE,,,"RT @JohnChiangCA: .@GretchenNewsom thank you for figuring it out! @johnmyers he could read a CAFR, but he can also manipulate atoms... http‚Ä¶"
among democrats whose ballots reviewed johnchiangca kdeleon rendonrd ericgarcetti agbecerra votes deemed valid,FALSE,0,philwillon,2017-07-22T21:55:29Z,FALSE,888879532035366912,888880201538576384,50432286,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",philwillon,1,FALSE,FALSE,,,Among Democrats whose ballots have been reviewed: @JohnChiangCA @kdeleon @Rendon63rd @ericgarcetti @AGBecerra All their votes deemed valid.
rt cydapicaucus join dark side johnchiangca sdcc ,FALSE,0,,2017-07-22T21:53:19Z,FALSE,,888879657621127172,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KevinLiao_,1,TRUE,FALSE,,,"RT @CYDAPICaucus: Don't join the dark side, @JohnChiangCA! #SDCC2017 https://t.co/UIve4zsBDh"
 join dark side johnchiangca sdcc ,FALSE,2,,2017-07-22T21:53:01Z,FALSE,,888879580068536320,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CYDAPICaucus,1,FALSE,FALSE,,,"Don't join the dark side, @JohnChiangCA! #SDCC2017 https://t.co/UIve4zsBDh"
rt gretchennewsom packed house sdcc cleans mess w johnchiangca nathanfletcher racquelvasquez alvarezsd superheroes,FALSE,0,,2017-07-22T21:24:44Z,FALSE,,888872462254874628,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",LaPlayaHeritage,3,TRUE,FALSE,,,"RT @GretchenNewsom: Packed house #SDCC ""Who Cleans Up the Mess"" w/ @JohnChiangCA @nathanfletcher @RacquelVasquez @AlvarezSD. Ì†ΩÌ≤ö Superheroes‚Ä¶"
bobwieckowskica boehringer johnchiangca without generous electric vehicle subsidies california amp fe ,FALSE,0,BobWieckowskiCA,2017-07-22T21:03:32Z,TRUE,888550952440963072,888867130241945600,1484220415,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SophiaHelwani,0,FALSE,FALSE,,,"@BobWieckowskiCA @Boehringer @JohnChiangCA Without the generous ""electric vehicle"" subsidies of California &amp; the fe‚Ä¶ https://t.co/QHC8AF1iLA"
johnchiangca cadavejones great dr manhattan costume,FALSE,1,JohnChiangCA,2017-07-22T20:53:29Z,FALSE,888855368570478592,888864598098563072,179615493,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KhaimMorton,0,FALSE,FALSE,,,@JohnChiangCA @CA_DaveJones Great Dr. Manhattan costume!
