status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
22930503694_10155554206318695,"Top 10 Reasons State Treasurer John Chiang belongs at #SDCC #ComicCon

10. He punished state legislators for evil budget math
9. He is the Wonk who would be King
8. He knows things and he thinks #GOT
7. He's from a city destroyed by Autobots & Decepticons
6. He's from The Pacific Rim
5. He's won more races than Lightning McQueen & Speed Racer
4. He's returned more property to the people than Robin Hood
3. He is smarter than Brainiac 5 and Lex Luther combined
2. He beat the Terminator and protected hundreds of thousands of workers from losing pay
1. He actually has a super power....(we'll reveal it pretty soon)",Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155554206318695/?type=3,2017-07-22 21:07:09,367,14,65,306,34,1,26,0,0
22930503694_10155552818693695,"""Swap out the evil Doctor Octopus in Spider-Man for the Wall Street banks that strangled the economy and caused the Great Recession,"" said Chiang. ""Which poses a bigger existential threat to humanity: Doctor Victor von Doom or climate change? Art really does imitate life.""",Politicians set to hold panel at Comic-Con,link,http://www.kusi.com/story/35946127/politicians-set-to-hold-panel-at-comic-con,2017-07-22 12:49:59,149,2,18,139,5,3,2,0,0
22930503694_10155550032343695,"""We have to have a world class education because when you have that, the world opens up. We all want our kids to fulfill their dreams, but when there is not enough funding, those dreams could become unattainable""",Gubernatorial candidate John Chiang visits Fontana,link,http://www.fontanaheraldnews.com/news/gubernatorial-candidate-john-chiang-visits-fontana/article_bfc186fe-6d84-11e7-a684-c74b6d10525d.html,2017-07-21 16:00:47,154,5,27,150,3,1,0,0,0
22930503694_10155549823043695,"A fun fact is that Superman is a vegetarian, which means he wouldn't have his super strength if it wasn't for our farmworkers. If you couldn't tell I'm really excited for Comic-Con. #SDCCC17 #EveryDayHeroes",Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155549823043695/?type=3,2017-07-21 14:48:48,46,0,3,46,0,0,0,0,0
22930503694_10155546593738695,Run Women Run is making everyday heroes by supporting women getting elected and appointed to office. #SDCC17 #EveryDayHeroes,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155546593738695/?type=3,2017-07-20 15:32:55,34,2,1,32,2,0,0,0,0
22930503694_10155545752753695,"48 Years ago mankind took a giant leap by utilizing thousands of controlled explosions to propel a giant shuttle to the moon. The Apollo 11 launch inspired generations of innovation. Did you know that the collective efforts of 50,000 committed Californians from Downey built the Apollo 11’s command center? #Apollo11",Southern California engineers built Apollo spacecraft,link,http://www.scpr.org/news/2009/07/20/2479/apollo-memories/,2017-07-20 10:49:27,75,2,10,72,3,0,0,0,0
22930503694_10155544136883695,,,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155544136883695/,2017-07-19 21:21:11,125,17,19,120,5,0,0,0,0
22930503694_10155543253908695,ICYMI: The beauty of our coast should be something that everyone gets to enjoy for generations to come.,John Chiang for Governor 2018,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155537420293695/,2017-07-19 16:06:57,81,1,0,81,0,0,0,0,0
22930503694_10155542628513695,#JoinJohn on this journey!,"Get Involved - John Chiang for Governor, 2018",link,https://johnchiang.com/get-involved/,2017-07-19 12:10:15,64,1,9,64,0,0,0,0,0
22930503694_10155540845803695,"""I'll be back,"" on the road to San Diego for San Diego Comic-Con 2017. I hope you can join me. #JoinJohn #TravelTuesday #SDCC #SDCC17",Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155540845803695/?type=3,2017-07-18 21:21:53,85,1,11,78,3,1,3,0,0
22930503694_10155539678188695,#JoinJohn in the #FightAgainstPoverty. bit.ly/2tD5AeE,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155539678188695/?type=3,2017-07-18 14:56:23,56,3,9,54,2,0,0,0,0
22930503694_10155539465118695,"“Education is the most powerful weapon which you can use to change the world.” -Nelson Mandela
 Happy Nelson Mandela Day!  #FightAgainstPoverty",,status,,2017-07-18 13:31:02,81,4,6,72,8,1,0,0,0
22930503694_10155539171203695,"We Californians do not turn our backs to those in need. Rather, we provide helping hands to ensure that men, women, children and undocumented immigrants continue to have access to the basic health care services they require.","Treasurer’s Office Will Provide $20 Million in Emergency Grants for Imperiled Community and Planned Parenthood Clinics - John Chiang for Governor, 2018",link,https://johnchiang.com/the-latest/treasurers-office-will-provide-20-million-emergency-grants-imperiled-community-planned-parenthood-clinics/,2017-07-18 11:57:59,199,10,32,185,9,3,1,0,1
22930503694_10155537420293695,The beauty of our coast should be something that everyone gets to enjoy for generations to come.,Greetings from Santa Barbara!,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155537420293695/,2017-07-17 21:56:49,138,6,38,129,9,0,0,0,0
22930503694_10155536703328695,"Mayor Eric Garcetti I'm pretty sure we saved SnapchatCity from Queen Cersei's wildfire, but there could've been a tsunami, too.",President Garcetti’s Olympics Opening Speech,link,http://www.ladowntownnews.com/news/president-garcetti-s-olympics-opening-speech/article_7d357e8a-68de-11e7-af1b-33a5c022acf8.html,2017-07-17 16:48:03,69,3,3,55,2,0,11,0,1
22930503694_10155536104118695,"I'm the progressive who can balance a checkbook. My focus is education, job creation, and a clean environment.  At the end of the day, I promise to be the adult in the room and say, ""No, bad budget."" #JoinJohn",Treasurer John Chiang promises frugality during gubernatorial campaign stop in Rancho Cucamonga,link,http://www.dailybulletin.com/government-and-politics/20170713/treasurer-john-chiang-promises-frugality-during-gubernatorial-campaign-stop-in-rancho-cucamonga,2017-07-17 12:51:31,459,18,81,427,30,0,2,0,0
22930503694_10155533837103695,#SelfieSunday with the President of Run Women Run Michelle Burton! #JoinJohn in supporting women to run for office!,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155533837103695/?type=3,2017-07-16 20:05:48,117,3,7,111,6,0,0,0,0
22930503694_10155533638923695,Celebrating farm workers' rich contributions to food and agriculture!,,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155533638923695/,2017-07-16 19:18:17,75,3,20,68,7,0,0,0,0
22930503694_10155533638243695,Getting ready for the best of California at the State fair!,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155533638243695/?type=3,2017-07-16 18:47:44,36,0,0,34,2,0,0,0,0
22930503694_10155530097583695,"The lack of banking options have made paying taxes, paying 
tendors and employees, and granting benefits, such as health insurance, more difficult.  Businesses have also been forced to deal in cash, often leaving workers left to carry money in duffle bags, an invitation for violent crimes.","Banking on a Better Pot System - John Chiang for Governor, 2018",link,https://johnchiang.com/in-the-news/banking-better-pot-system/,2017-07-15 18:37:35,238,9,30,227,8,2,0,1,0
22930503694_10155529521473695,"John is approachable, down to earth, and fights the good fight. He is a man who comes from immigrants -- he understands us. He understands you. He's not fake. He's the real deal",Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155529521473695/?type=3,2017-07-15 15:00:51,138,6,13,125,11,1,1,0,0
22930503694_10155529417158695,,,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155529417158695/,2017-07-15 14:22:43,71,1,10,69,2,0,0,0,0
22930503694_10155533630403695,"Talking with Denise, a single Latina mother raising two boys. Discussing affordable education, healthcare, and job opportunities for our children.",Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155533630243695/?type=3,2017-07-16 18:45:38,47,4,2,42,5,0,0,0,0
22930503694_10155528972328695,,,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155528972328695/,2017-07-15 11:53:46,105,1,15,99,6,0,0,0,0
22930503694_10155528953558695,"""It is so great to be here with the folks who represent the Inland Empire and some of our hardest working elected officials. This is what political participation looks like – members of the community coming together with their local and statewide leaders to discuss ways in which we can move forward as a community and state""","“Inland Empire Committee to Elect John Chiang” to host luncheon with local Leaders. - John Chiang for Governor, 2018",link,https://johnchiang.com/the-latest/press-releases/inland-empire-committee-elect-john-chiang-host-luncheon-local-leaders/,2017-07-15 11:47:23,147,1,17,140,7,0,0,0,0
22930503694_10155526835593695,,,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155526835593695/,2017-07-14 20:33:12,147,14,22,141,6,0,0,0,0
22930503694_10155526766418695,KUSI News thanks for having me to discuss my campaign for Governor. I'm glad to discuss the issues important to San Diego.,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155526766418695/?type=3,2017-07-14 19:59:38,107,1,16,104,3,0,0,0,0
22930503694_10155526411923695,Speaking with young professionals in San Diego,,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155526411923695/,2017-07-14 18:03:00,185,9,23,175,10,0,0,0,0
22930503694_10155524607348695,"For all of my life, I have been supporting women’s right to reproductive health services, equal pay in the workplace, and have been standing side by side women in their quest for equality.","Gubernatorial Candidate, John Chiang Speaks to Planned Parenthood and Run Women Run about the Importance of More Women Running for Public Office - John Chiang for Governor, 2018",link,https://johnchiang.com/in-the-news/gubernatorial-candidate-john-chiang-speaks-planned-parenthood-run-women-run-importance-women-running-public-office/,2017-07-14 13:06:59,236,8,39,220,15,1,0,0,0
22930503694_10155521150848695,"""I want the voice of the Inland Empire to be heard at the highest level of the state."" -JC",Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155521150848695/?type=3,2017-07-13 14:35:22,86,5,5,81,4,1,0,0,0
22930503694_10155520624638695,"The federal government might want to Hulk Smash the #ACA, but San Diego is getting ready for #SDCC17.",Gubernatorial candidate John Chiang to speak at Comic-Con,link,http://www.latimes.com/politics/essential/la-pol-ca-essential-politics-updates-gubernatorial-candidate-chiang-to-speak-1499827100-htmlstory.html,2017-07-13 11:43:08,351,13,53,297,41,4,9,0,0
22930503694_10155518083083695,"We can't just talk the talk, we must walk the walk. The  Community Clinic Lifeline Grant Program could help your family's clinic stay open.",John Chiang wants to save your family’s clinic from a Republican health care bill,link,https://johnchiang.com/in-the-news/john-chiang-wants-save-familys-clinic-republican-health-care-bill/,2017-07-12 17:29:56,120,4,11,118,2,0,0,0,0
22930503694_10155517460363695,Get involved with our campaign as we continue this journey across the state. #JoinJohn,"Get Involved - John Chiang for Governor, 2018",link,https://johnchiang.com/get-involved/,2017-07-12 13:28:38,117,1,14,116,1,0,0,0,0
22930503694_10155514398823695,Thank you again to #LatinosforChiang for joining me on this journey. Take a different road for California. ¡Ven conmigo! #JoinJohn,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155514398823695/?type=3,2017-07-11 15:47:20,135,2,3,133,2,0,0,0,0
22930503694_10155513888023695,"""To the world, you may be one person, but to one person you may be the world -- so understand what we together as a collective can do for California."" JC",Greetings from Orange County!,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155513888023695/,2017-07-11 12:43:47,83,7,46,73,7,3,0,0,0
22930503694_10155511042883695,"I had a great time on my trip to #OrangeCounty. If you couldn’t tell, I love group photos in front of the camper.",Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155511042883695/?type=3,2017-07-10 16:12:12,100,0,2,96,3,0,1,0,0
22930503694_10155510615873695,I’m excited to see the growing enthusiasm around my candidacy and new supporters joining our team. As I travel throughout the state on my year long road trip our support and interest continues to grow.,"John Chiang continues outstanding fundraising. Ends filing period with nearly $9 million cash on hand. - John Chiang for Governor, 2018",link,https://johnchiang.com/the-latest/press-releases/john-chiang-continues-outstanding-fundraising-ends-filing-period-nearly-9-million-cash-hand/,2017-07-10 13:30:16,559,19,59,522,32,5,0,0,0
22930503694_10155508387363695,Emerald Bay is almost all encompassing when you stand in front of it. I hope to see more national parks like this as I travel across California. What is your favorite state or national park?,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155508387363695/?type=3,2017-07-09 22:07:21,83,11,5,81,2,0,0,0,0
22930503694_10155507391393695,This photo from #BoyleHeights reminds me of #CantStop by the #RedHotChilliPeppers. We need a playlist for the road. Have any ideas?,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155507391393695/?type=3,2017-07-09 15:24:00,68,11,0,67,1,0,0,0,0
22930503694_10155504496658695,,,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155504496658695/,2017-07-08 19:21:58,133,9,18,126,7,0,0,0,0
22930503694_10155503881833695,Thank you James Silverwood & California Housing Consortium for partnering with me to address the affordable housing crisis.,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155503881833695/?type=3,2017-07-08 15:40:27,72,0,4,70,2,0,0,0,0
22930503694_10155503472138695,,,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155503472138695/,2017-07-08 13:14:37,30,1,0,30,0,0,0,0,0
22930503694_10155503372978695,,,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155503372978695/,2017-07-08 12:58:05,211,17,21,201,10,0,0,0,0
22930503694_10155501293578695,"Traveling up the 99 to Bakersfield and Fresno, I enjoyed discussing the needs of our rural communities.

One-size-fits-all policies ignore the unique needs and struggles of our rural communities.","Gubernatorial Candidate, John Chiang Travels to the Central Valley as part Four- Day Campaign Road Trip - John Chiang for Governor, 2018",link,https://johnchiang.com/the-latest/press-releases/gubernatorial-candidate-john-chiang-travels-central-valley-part-four-day-campaign-road-trip/,2017-07-07 22:04:07,180,3,24,173,7,0,0,0,0
22930503694_10155501119653695,Education is a top priority for me. It was a pleasure to discuss K-12 and higher education with Newark Unified School District Board Member Nancy Thomas and Ohlone Community College Trustee Vivien Larsen.,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155501119653695/?type=3,2017-07-07 20:36:38,82,2,7,82,0,0,0,0,0
22930503694_10155499943903695,"ICYMI: Gubernatorial Candidate, John Chiang Concludes Four-Day Road Trip with Santa Clara County Community Leaders","Gubernatorial Candidate, John Chiang Concludes Four-Day Road Trip with Santa Clara County Community Leaders",link,https://johnchiang.com/the-latest/gubernatorial-candidate-john-chiang-concludes-four-day-road-trip-santa-clara-county-community-leaders/,2017-07-07 13:24:26,111,1,12,108,3,0,0,0,0
22930503694_10155497608708695,ICYMI: Greetings from Tahoe!,John Chiang for Governor 2018,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155495979958695/,2017-07-06 21:59:57,78,1,0,76,1,1,0,0,0
22930503694_10155496912698695,"Every day, California proves to the world that economic growth and environmental health go hand in hand. Our clean-energy sector is booming, creating jobs and decreasing pollution in communities suffering too long from poor air quality. We have rejected more offshore drilling and power plants, and embraced solar energy and efficiency instead.","Why we should be worried about California’s coast - John Chiang for Governor, 2018",link,https://johnchiang.com/in-the-news/worried-californias-coast/,2017-07-06 17:46:40,182,9,31,174,8,0,0,0,0
22930503694_10155496506083695,Here's more from my conversation with Heidi Doyle of the Sierra State Parks Foundation.  #JoinJohn,John Chiang for Governor 2018,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155411472308695/,2017-07-06 15:09:45,47,0,0,47,0,0,0,0,0
22930503694_10155495979958695,We must craft good public policy that protects the environment so that people can enjoy places like Lake Tahoe for decades to come.,Greetings from Tahoe!,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155495979958695/,2017-07-06 12:18:28,106,7,25,101,4,1,0,0,0
22930503694_10155494044348695,ICYMI: We'll talk to voters one at a time because people have real issues and they want to hold elected officials accountable.,CHIANG’S 'different road' in governor race --,link,https://johnchiang.com/in-the-news/chiangs-different-road-governor-race-politico/,2017-07-05 22:00:04,32,2,5,31,0,0,1,0,0
22930503694_10155493741953695,Here are four things you can do to stand with Planned Parenthood. We must protect these vital access points to healthcare.,4 Things You Can Do To Stand With Planned Parenthood Right Now,link,http://www.ppactionca.org/news/4-things-you-can-do-stand-with-pp.html?referrer=https%3A%2F%2Ft.co%2FaA02QALd0E,2017-07-05 19:59:59,35,2,1,32,2,0,0,1,0
22930503694_10155493328368695,"The 1,237 community health clinics across California provide care for 1 in 7 Californians. #IStandwPP",California to Grant $20 Million to Health Clinics,link,https://johnchiang.com/in-the-news/ca-health-clinics/,2017-07-05 17:43:51,79,0,15,64,12,1,0,1,1
22930503694_10155493172573695,"I stand with Planned Parenthood. I’m dubbing today  #WomenWednesday. Call your senators, and tell them to denounce the #AHCA.  📞 202-224-3121📞",,status,,2017-07-05 16:43:47,89,2,10,79,10,0,0,0,0
22930503694_10155492751508695,We'll talk to voters one at a time because people have real issues and they want to hold elected officials accountable.,CHIANG’S 'different road' in governor race --,link,https://johnchiang.com/in-the-news/chiangs-different-road-governor-race-politico/,2017-07-05 14:27:17,71,0,7,66,4,1,0,0,0
22930503694_10155488832483695,Happy Independence Day from the Alameda 4th of July Parade!,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155488832483695/?type=3,2017-07-04 13:19:14,125,2,6,120,5,0,0,0,0
22930503694_10155488602053695,"Happy Independence Day --  241 years ago we declared “we hold these truths to be self-evident, that all men [& women] are created equal.""

This year I celebrate the advancement of equal rights, and the different road that we must travel to achieve equality.",Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155488602053695/?type=3,2017-07-04 11:59:45,58,1,2,57,1,0,0,0,0
22930503694_10155486345123695,Thank you to the Silicon Valley Asian Pacific American Democratic Club (SVAPADC) for organizing today's meet and greet at Cupertino Memorial Park. It was an afternoon of great people & important conversations.,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155486345123695/?type=3,2017-07-03 21:44:02,71,2,4,71,0,0,0,0,0
22930503694_10155485898783695,I'm happy to stop in sunny Cupertino to talk about my campaign. Join me next time as I traverse the state with my Happier Camper.,,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155485898783695/,2017-07-03 19:14:30,230,16,20,212,18,0,0,0,0
22930503694_10155485824983695,"‪I'm by Lake Merritt talking to our neighbors about their dreams, and how we can best accomplish them. Join me on this journey.  #JoinJohn‬",Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155485824983695/?type=3,2017-07-03 18:57:43,67,5,3,67,0,0,0,0,0
22930503694_10155485462693695,"From restaurants to coffee shops, I love exploring local businesses in California. What local business should we visit next?",Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155485462693695/?type=3,2017-07-03 17:17:52,66,4,1,65,1,0,0,0,0
22930503694_10155484403433695,"""There are workhorses and show horses... John's serious about public policy, he's serious about pushing us through the recession, he's a no frills type of guy. "" - Senator Bob Wieckowski.",,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155484403433695/,2017-07-03 12:59:47,125,6,20,121,4,0,0,0,0
22930503694_10155481896648695,"""This is a state where people dream...everyone's dream needs to be heard."" -JC",BakersfieldNow,link,http://bakersfieldnow.com/news/local/gubernatorial-candidate-stops-in-bakersfield,2017-07-02 21:50:56,150,5,0,147,3,0,0,0,0
22930503694_10155481258648695,Arrived in Fresno in time for the BBQ. Let's talk about community!,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155481258648695/?type=3,2017-07-02 18:03:40,87,2,4,86,1,0,0,0,0
22930503694_10155481053253695,,,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155481053253695/,2017-07-02 16:39:42,115,6,12,110,5,0,0,0,0
22930503694_10155480758233695,Having sweet conversations at moo creamery. Join me for some ice cream sometime. What issues matter to you most?,Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155480758233695/?type=3,2017-07-02 15:00:39,94,8,5,92,2,0,0,0,0
22930503694_10155480391063695,"In Bakersfield talking to a room packed full of locals. I'm asking what their dreams are, so we can talk about how to make it a reality.",Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155480391063695/?type=3,2017-07-02 13:27:51,85,1,3,77,8,0,0,0,0
22930503694_10155480191978695,"People call California the breadbasket of the world, and it’s no wonder when we’re the 5th largest producer of agricultural commodities. Bakersfield Young Democrats just introduced me to Smith's Bakeries, the cookie basket of #Bakersfield.",Timeline Photos,photo,https://www.facebook.com/johnchiangforgovernor2018/photos/a.10150995773803695.443844.22930503694/10155480191978695/?type=3,2017-07-02 12:25:43,110,3,5,104,6,0,0,0,0
22930503694_10155479993143695,,,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155479993143695/,2017-07-02 11:27:33,90,9,7,84,6,0,0,0,0
22930503694_10155479977988695,,,video,https://www.facebook.com/johnchiangforgovernor2018/videos/10155479977988695/,2017-07-02 11:22:25,80,4,5,79,1,0,0,0,0
22930503694_10155479811913695,Fun Fact: Coming up from LA to Bakersfield you go through Fort Tejon Pass. Did you know before the fort was built the area was known as Portezuela de Castac? #roadtriptrivia,,status,,2017-07-02 10:42:20,83,4,2,83,0,0,0,0,0
22930503694_10155476861553695,"While California has recovered from the great recession, there are millions of Californians who are still economically dislocated and not within reach of the opportunities enjoyed by past generations of Californians.",CBS 8 - San Diego News,link,http://www.cbs8.com/story/35795289/state-treasurer-john-chiang-brings-governor-campaign-to-san-diego,2017-07-01 17:15:58,123,1,0,118,5,0,0,0,0
